,participantId,teamId,championId,spell1Id,spell2Id,highestAchievedSeasonTier,summonerName,profileIcon,name,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,role,lane,creepsPerMinDeltas.10-20,creepsPerMinDeltas.0-10,xpPerMinDeltas.10-20,xpPerMinDeltas.0-10,goldPerMinDeltas.10-20,goldPerMinDeltas.0-10,csDiffPerMinDeltas.10-20,csDiffPerMinDeltas.0-10,xpDiffPerMinDeltas.10-20,xpDiffPerMinDeltas.0-10,damageTakenPerMinDeltas.10-20,damageTakenPerMinDeltas.0-10,damageTakenDiffPerMinDeltas.10-20,damageTakenDiffPerMinDeltas.0-10,gameNumber,isTiebreaker,isPlayoff,duration,teamName,teamRole,creepsPerMinDeltas.20-30,xpPerMinDeltas.20-30,goldPerMinDeltas.20-30,csDiffPerMinDeltas.20-30,xpDiffPerMinDeltas.20-30,damageTakenPerMinDeltas.20-30,damageTakenDiffPerMinDeltas.20-30,creepsPerMinDeltas.30-end,xpPerMinDeltas.30-end,goldPerMinDeltas.30-end,csDiffPerMinDeltas.30-end,xpDiffPerMinDeltas.30-end,damageTakenPerMinDeltas.30-end,damageTakenDiffPerMinDeltas.30-end
1346,6,Red,24,12,4,UNRANKED,GRX PK,589,Jax,TRUE,3748,2033,2420,1055,3078,3047,3340,2,3,2,2,2,1,629,1,0,0,0,0,149351,29084,111023,9242,0,10581,3391,5937,1252,1731,1,17627,7854,2078,36,14,19617,6772,11914,930,11917,10258,2,0,242,11,8,2,87,16,5,0,16,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,0,0,0,9111,404,0,0,9104,21,0,0,8299,183,0,0,8473,821,0,0,8472,0,0,0,8000,8400,NONE,JUNGLE,8.5,7.6,482.8,431.2,369.7,252.6,0,0,0,0,556.6,324.5,0,0,135,FALSE,TRUE,1826,G-Rex,TOP,7.2,582.1,470.4,0,0,955.7,0,0,0,0,0,0,0,0
1347,7,Red,59,11,4,UNRANKED,GRX baybay,636,Jarvan IV,TRUE,3109,2055,0,3111,1401,3083,3364,2,3,13,0,1,0,685,0,0,0,0,0,117154,33074,72509,11569,0,7191,777,5839,573,8300,1,22841,15423,1310,87,11,29201,6135,21364,1702,10593,9950,0,0,22,117,72,6,513,14,16,0,54,12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,717,0,0,8143,289,0,0,8136,28,0,0,8105,5,0,0,8304,9,3,0,8347,0,0,0,8100,8300,NONE,JUNGLE,1,0.1,395.8,294.4,328,253.8,0,0,0,0,834.3,518.7,0,0,135,FALSE,TRUE,1826,G-Rex,JUNGLE,1.1,559.5,407.1,0,0,1567.1,0,0,0,0,0,0,0,0
1348,8,Red,163,1,4,UNRANKED,GRX Candy,4,Taliyah,TRUE,3157,3165,3040,0,3111,1058,3340,4,0,9,4,2,1,0,1,0,0,0,0,311413,147699,11760,151953,0,19569,18459,740,369,574,1,5416,13731,3107,34,13,6051,2934,2934,182,13304,12400,1,1,231,30,22,5,637,16,6,0,18,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,1186,0,0,8226,1997,0,0,8234,16,0,0,8237,401,0,0,8316,2655,0,0,8347,0,0,0,8200,8300,NONE,JUNGLE,10.1,8.8,566.7,456.3,441.1,297.6,0,0,0,0,102.7,112,0,0,135,FALSE,TRUE,1826,G-Rex,MID,3.8,522.7,505,0,0,390.4,0,0,0,0,0,0,0,0
1349,9,Red,51,4,7,UNRANKED,GRX Stitch,636,Caitlyn,TRUE,3031,3087,3140,3094,1053,3006,3363,4,1,6,3,2,1,1231,1,0,0,0,0,239838,29831,208223,1783,1566,20389,2897,17062,429,2237,2,4604,29542,17063,23,14,10209,5513,4587,108,15712,13200,4,2,283,35,12,9,179,15,4,0,12,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,1317,0,0,8009,880,0,0,9103,17,30,0,8014,423,0,0,8233,24,30,0,8236,28,0,0,8000,8200,SOLO,TOP,10.8,8.6,484.1,294.9,600.5,285.3,0,0,0,0,383,235.6,0,0,135,FALSE,TRUE,1826,G-Rex,BOTCARRY,8.8,623.2,612.8,0,0,309.4,0,0,0,0,0,0,0,0
1350,10,Red,25,4,14,UNRANKED,GRX Koala,636,Morgana,TRUE,3092,2065,2421,3067,3158,2055,3364,3,0,11,3,2,1,0,1,0,0,0,0,28187,20192,6451,1543,0,9974,8427,457,1089,3137,1,4955,5656,3553,69,40,10756,4360,6335,60,9456,7800,0,0,10,0,0,0,83,14,18,0,51,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,882,289,0,8226,1234,0,0,8234,15,0,0,8237,564,0,0,8473,293,0,0,8472,0,0,0,8200,8400,NONE,JUNGLE,0.4,0.1,272.5,279.8,275.4,133.2,0,0,0,0,326.7,116.8,0,0,135,FALSE,TRUE,1826,G-Rex,SUPPORT,0.5,575.9,462.1,0,0,590.5,0,0,0,0,0,0,0,0
1351,1,Blue,516,12,4,UNRANKED,MAD Liang,551,Ornn,FALSE,1057,3110,3083,3047,3001,3082,3340,0,4,7,0,0,0,968,0,0,0,0,0,165733,77063,88650,19,0,14479,9371,5088,19,1598,1,43875,3223,624,23,42,24337,11003,10708,2625,12369,12070,0,0,271,2,1,0,2334,17,6,0,19,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,540,644,0,8473,1163,0,0,8444,937,0,0,8242,6,0,0,8304,10,0,0,8345,4,0,0,8400,8300,DUO,MIDDLE,8.7,6.6,490.6,430.7,392.4,241.5,0,0,0,0,338.4,229.1,0,0,136,FALSE,TRUE,2206,Mad Team,TOP,8.9,586.1,365.6,0,0,904.3,0,5.8,449.2,316.4,0,0,1319,0
1352,2,Blue,56,4,11,UNRANKED,MAD Kongyue,551,Nocturne,FALSE,3147,1412,3071,2421,1001,2055,3340,4,6,9,0,1,0,781,0,0,0,0,0,142515,7116,125324,10074,0,17572,1267,15270,1034,7224,1,13675,13767,1319,87,202,26753,9241,16269,1241,11617,10850,0,0,43,111,70,10,546,14,17,0,62,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,1940,0,0,8143,792,0,0,8136,30,0,0,8105,4,0,0,8210,11,0,0,8243,15,0,0,8100,8200,DUO,MIDDLE,0.9,1,350.1,380.7,351.3,315,0,0,0,0,535.3,657.8,0,0,136,FALSE,TRUE,2206,Mad Team,JUNGLE,0.5,291.4,247.2,0,0,881.7,0,1.8,305.8,289.4,0,0,933.2,0
1353,3,Blue,163,4,1,UNRANKED,MAD Uniboy,551,Taliyah,FALSE,3040,3089,3111,3102,3135,2055,3340,6,2,6,4,2,2,1261,1,0,0,0,0,364860,206230,8505,150126,0,25987,25410,450,126,890,1,6205,13371,3629,42,17,9033,4473,4514,46,15621,14700,0,0,272,41,35,3,649,17,8,0,20,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,1353,0,0,8226,2516,0,0,8234,16,0,0,8237,448,0,0,8304,8,3,0,8316,3361,0,0,8200,8300,DUO,BOTTOM,9.4,7.6,431.7,464.2,402.2,347.9,0,0,0,0,127.1,180.1,0,0,136,FALSE,TRUE,2206,Mad Team,MID,6,467,414.3,0,0,293.6,0,5,516.8,443.4,0,0,544.6,0
1354,4,Blue,81,4,7,UNRANKED,MAD Breeze,551,Ezreal,FALSE,3033,3153,3158,1038,3042,3025,3363,4,4,7,3,2,1,1600,1,0,0,0,0,219696,44815,172084,2797,0,23013,5873,16999,140,2140,5,11486,18230,9649,47,10,16378,8754,6502,1122,15270,13800,6,0,302,9,4,0,746,16,2,0,20,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8359,430,21,0,8304,9,3,0,8345,4,0,0,8347,0,0,0,8210,0,0,0,8226,2830,0,0,8300,8200,DUO,BOTTOM,10.5,7.5,493.4,301.8,478.1,300.4,0,0,0,0,250,256.5,0,0,136,FALSE,TRUE,2206,Mad Team,BOTCARRY,7.5,458.4,362.7,0,0,699.3,0,5,393.6,512.2,0,0,864,0
1355,5,Blue,44,4,3,UNRANKED,MAD K,551,Taric,FALSE,3222,3504,3401,2055,3070,3111,3364,2,1,11,2,1,1,1937,0,0,0,0,0,175783,18549,11513,145720,0,5855,4690,1136,28,16299,5,15689,7027,2744,109,29,17059,9006,6909,1143,10771,9550,0,0,92,4,0,0,88,14,22,0,67,21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,2,0,0,8304,8,3,0,8316,896,0,0,8347,0,0,0,8473,700,0,0,8453,2181,940,0,8300,8400,DUO,BOTTOM,2.8,2.1,240,277,301.3,259.1,0,0,0,0,279.6,179.1,0,0,136,FALSE,TRUE,2206,Mad Team,SUPPORT,3,421.7,275.2,0,0,807.7,0,1.4,336.6,278,0,0,838.4,0
1356,6,Red,164,12,4,UNRANKED,GRX PK,589,Camille,TRUE,3074,0,3053,3026,3078,3111,3340,4,1,5,3,1,1,1786,0,0,0,0,0,246585,391,210972,35221,0,16230,391,12304,3535,5691,1,24880,22145,17254,41,24,27820,12231,15554,35,16008,17321,5,1,292,39,16,15,457,18,3,0,20,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,1326,0,0,8226,1537,0,0,8234,21,0,0,8236,28,0,0,8473,891,0,0,8444,1118,0,0,8200,8400,NONE,JUNGLE,9.9,8,561,448.7,412.7,261,0,0,0,0,422.3,207.8,0,0,136,FALSE,TRUE,2206,G-Rex,TOP,6.2,542.7,450.2,0,0,1229.1,0,6.2,702.6,567.2,0,0,1661.6,0
1357,7,Red,48,11,4,UNRANKED,GRX baybay,636,Trundle,TRUE,3050,3109,0,3067,3047,1413,3340,2,5,9,0,1,0,868,0,0,0,0,0,128012,35212,86040,6759,0,6842,2487,3573,781,25675,1,37072,19011,1022,66,32,43649,16026,27022,600,11300,10860,1,0,30,119,84,4,788,15,24,0,40,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,973,831,141,9111,1449,0,0,9104,16,20,0,8299,277,0,0,8234,23,0,0,8232,4,20,0,8000,8200,NONE,JUNGLE,0.7,0.5,368.1,326.3,297.4,256,0,0,0,0,1125.8,797.9,0,0,136,FALSE,TRUE,2206,G-Rex,JUNGLE,0.8,331.4,246.2,0,0,1353,0,2,589.4,447.2,0,0,1474.6,0
1358,8,Red,13,12,4,UNRANKED,GRX Wuji,636,Ryze,TRUE,2421,3135,3089,3040,3111,3027,3364,7,2,2,6,1,1,285,0,0,0,0,0,432038,269884,11462,150691,1294,24326,23672,603,50,6647,1,13074,9798,2725,34,27,14192,6979,7141,71,16714,15175,1,0,307,34,23,5,69,18,13,0,22,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,12,0,0,8226,2115,0,0,8234,20,0,0,8237,296,0,0,8304,9,3,0,8316,4213,0,0,8200,8300,NONE,JUNGLE,7.4,8.4,423.1,463,339.2,318.6,0,0,0,0,209.7,265,0,0,136,FALSE,TRUE,2206,G-Rex,MID,10.8,673.9,578,0,0,412.7,0,6.8,663.8,601.6,0,0,919.2,0
1359,9,Red,145,4,7,UNRANKED,GRX Stitch,636,Kai'Sa,TRUE,3508,3124,3026,1038,3085,3006,3363,4,4,7,0,1,0,1564,0,0,0,0,0,212420,43813,155922,12683,643,14522,5886,8211,424,3354,3,13339,18008,1111,44,2,20268,7292,12534,441,15602,15150,1,0,279,58,35,8,996,16,8,0,14,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,1363,930,432,8009,1100,0,0,9103,19,40,0,8014,386,0,0,8473,678,0,0,8472,0,0,0,8000,8400,SOLO,TOP,8.9,8.3,426.3,319.3,359.1,268.7,0,0,0,0,353.8,257.7,0,0,136,FALSE,TRUE,2206,G-Rex,BOTCARRY,8.5,539.5,528.2,0,0,552.8,0,3,635.2,542.4,0,0,1275,0
1360,10,Red,25,4,14,UNRANKED,GRX Koala,636,Morgana,TRUE,3098,2065,3107,3105,3158,2055,3364,0,4,14,0,0,0,934,0,0,0,0,0,25095,16636,5560,2898,0,8894,6858,647,1387,3506,2,7573,2412,180,90,50,16753,8048,8504,200,9624,9150,0,0,24,0,0,0,75,14,18,0,54,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,734,481,0,8226,1412,0,0,8234,19,0,0,8237,486,0,0,8473,502,0,0,8472,0,0,0,8200,8400,SOLO,BOTTOM,0.5,0.4,254.3,247.6,217.8,151.2,0,0,0,0,408.6,183.1,0,0,136,FALSE,TRUE,2206,G-Rex,SUPPORT,0.8,476.1,302.2,0,0,483.9,0,0.8,486.4,345.2,0,0,1199.4,0
1361,1,Blue,516,14,4,UNRANKED,FW Hanabi,633,Ornn,TRUE,3047,3194,3110,1033,3083,0,3340,3,2,6,2,2,1,1287,1,0,0,0,0,93309,44180,47588,1540,0,8294,5932,2361,0,185,1,32849,940,361,34,30,15904,7120,8712,72,11180,10850,0,0,214,4,0,0,1333,15,8,0,22,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,1,0,0,8304,10,0,0,8345,4,0,0,8347,0,0,0,8473,564,0,0,8444,1247,0,0,8300,8400,SOLO,MIDDLE,10.7,7.8,559.3,440.1,426.2,254.5,0,0,0,0,260.8,268.4,0,0,137,FALSE,TRUE,1872,Flash Wolves,TOP,2.9,354.2,342.5,0,0,660.1,0,0,0,0,0,0,0,0
1362,2,Blue,72,11,4,UNRANKED,FW Moojin,16,Skarner,TRUE,3047,1401,2421,3401,3194,0,3364,1,2,12,0,1,0,900,0,0,0,0,0,138180,46264,74499,17415,0,5478,1916,2457,1104,8269,4,27784,17721,961,76,17,18825,6353,12224,247,11079,9625,0,0,37,129,84,5,992,14,9,0,47,10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8124,263,0,0,8126,364,0,0,8136,21,0,0,8134,5,0,0,8234,24,0,0,8232,6,0,0,8100,8200,SOLO,TOP,1.2,0.4,406.5,391.2,311.7,277.6,-7.2,-9.3,69.9,43.5,371.6,560.6,-122.6,190.3,137,FALSE,TRUE,1872,Flash Wolves,JUNGLE,1.6,396.1,380.8,-6.9,-85.1,674.9,193.9,0,0,0,0,0,0,0
1363,3,Blue,69,4,7,UNRANKED,FW Maple,558,Cassiopeia,TRUE,3116,3040,3151,0,1056,3135,3340,6,0,6,6,3,1,0,1,1,0,0,0,189942,175722,11085,3135,0,16681,16526,154,0,7482,3,6315,14603,4080,42,45,11988,4562,6969,456,14331,12575,1,0,283,27,16,7,8063,16,7,0,22,11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,7,0,0,8226,1788,0,0,8234,21,0,0,8236,48,0,0,8009,4910,0,0,8299,471,0,0,8200,8000,DUO,BOTTOM,11.8,9,533.9,505,444.9,337.4,0,0,0,0,243,183.5,0,0,137,FALSE,TRUE,1872,Flash Wolves,MID,6.5,536.7,453.7,0,0,594,0,0,0,0,0,0,0,0
1364,4,Blue,22,4,7,UNRANKED,FW Betty,588,Ashe,TRUE,3006,0,3140,3087,3094,3508,3363,5,0,9,5,3,1,0,1,1,0,0,0,173257,11604,155683,5969,496,19291,1595,17635,60,3879,4,8220,27941,16569,46,49,11847,3898,7948,0,13765,12300,6,1,269,8,4,0,2180,15,8,0,14,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,2304,0,0,9101,1754,2982,0,9103,15,20,0,8014,316,0,0,8236,28,0,0,8226,1156,0,0,8000,8200,DUO,BOTTOM,10.2,8.4,440.8,347.7,421.9,295.6,0,0,0,0,278.8,230.3,0,0,137,FALSE,TRUE,1872,Flash Wolves,BOTCARRY,7.6,525.1,549.8,0,0,457.1,0,0,0,0,0,0,0,0
1365,5,Blue,25,14,4,UNRANKED,FW SwordArt,633,Morgana,TRUE,3107,3098,0,3158,1033,2065,3364,0,2,9,0,0,0,979,0,0,0,0,0,27663,20406,6373,883,0,9481,7874,722,883,3931,7,2864,3631,2519,73,51,8115,3370,4745,0,8497,7300,1,0,22,0,0,0,78,12,12,0,34,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,952,354,0,8226,1334,0,0,8234,15,0,0,8237,675,0,0,8304,10,0,0,8345,4,0,0,8200,8300,DUO,BOTTOM,0.7,0.3,311.5,289.4,258.4,161.6,0,0,0,0,231.1,169,0,0,137,FALSE,TRUE,1872,Flash Wolves,SUPPORT,1,197.6,313,0,0,393.4,0,0,0,0,0,0,0,0
1366,6,Red,150,12,4,UNRANKED,GRX PK,589,Gnar,FALSE,1033,3211,1054,3071,3022,3111,3340,0,2,1,0,0,0,1349,0,0,0,0,0,165063,12833,146454,5775,304,9310,1193,8117,0,1983,1,13090,5176,3345,36,25,18336,9114,8395,827,10464,9800,1,0,275,4,0,0,907,16,4,0,16,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,1323,0,0,9111,31,0,0,9104,18,20,0,8299,238,0,0,8473,530,0,0,8472,0,0,0,8000,8400,NONE,JUNGLE,11.8,8.7,616.5,494.2,426.3,275,0,0,0,0,348.9,210,0,0,137,FALSE,TRUE,1872,G-Rex,TOP,6.9,451.3,278,0,0,861.5,0,0,0,0,0,0,0,0
1367,7,Red,5,11,4,UNRANKED,GRX baybay,636,Xin Zhao,FALSE,3140,0,0,3111,1412,3071,3340,3,3,2,2,2,1,973,1,0,0,0,0,128284,12807,109501,5975,0,6082,387,5195,500,14136,1,15658,7858,609,64,7,24443,6493,17597,352,9399,9150,0,0,39,109,92,0,648,13,13,0,51,14,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,4,0,0,8224,381,0,0,8234,20,0,0,8232,3,0,0,8143,251,0,0,8136,25,0,0,8200,8100,NONE,JUNGLE,1,0,389.7,312.4,296,282.3,0,0,0,0,689.7,632.3,0,0,137,FALSE,TRUE,1872,G-Rex,JUNGLE,2.8,351.8,294.6,0,0,844.3,0,0,0,0,0,0,0,0
1368,8,Red,43,7,4,UNRANKED,GRX Candy,4,Karma,FALSE,3060,3089,3040,0,3020,0,3340,1,1,3,0,1,0,1379,0,0,0,0,0,309109,137762,18198,153147,0,8428,8090,338,0,1152,1,12911,4068,739,38,17,6875,3223,3582,70,11350,10825,1,0,275,21,14,4,774,15,7,0,22,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,2,0,0,8304,10,0,0,8316,2479,0,0,8347,0,0,0,8234,20,0,0,8243,15,0,0,8300,8200,NONE,JUNGLE,10.2,9.4,490,514.6,396.8,297.6,0,0,0,0,70.6,51.4,0,0,137,FALSE,TRUE,1872,G-Rex,MID,7.4,402,365.4,0,0,339.2,0,0,0,0,0,0,0,0
1369,9,Red,110,4,7,UNRANKED,GRX Stitch,636,Varus,FALSE,3124,3115,2055,3089,1054,1001,3363,2,5,4,0,1,0,448,0,0,0,0,0,153345,64567,85900,2878,0,18550,10136,8293,120,3116,4,8493,5042,147,28,30,15789,9165,6485,138,11892,10700,0,0,270,26,20,0,564,14,2,0,8,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,2128,0,0,8009,910,0,0,9103,17,30,0,8014,289,0,0,8233,23,40,0,8236,48,0,0,8000,8200,SOLO,TOP,8.4,9.7,336.6,347.7,365.1,336.7,7.2,9.3,-69.9,-43.5,494.2,370.3,122.6,-190.3,137,FALSE,TRUE,1872,G-Rex,BOTCARRY,8.5,481.2,414.5,6.9,85.1,481,-193.9,0,0,0,0,0,0,0
1370,10,Red,223,4,14,UNRANKED,GRX Koala,636,Tahm Kench,FALSE,3401,3105,3140,3111,1033,2055,3364,0,4,6,0,0,0,841,0,0,0,0,0,167560,6422,4460,156678,0,3257,2805,297,155,4108,4,19535,68,0,68,8,18177,8375,9141,660,7065,6500,0,0,52,0,0,0,68,12,13,0,41,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,3,0,0,8304,9,0,0,8316,348,0,0,8347,0,0,0,8473,309,0,0,8444,1065,0,0,8300,8400,SOLO,BOTTOM,2.1,1.5,317.3,293.4,230.3,166.9,0,0,0,0,585,305.3,0,0,137,FALSE,TRUE,1872,G-Rex,SUPPORT,1.5,288.4,240,0,0,701.5,0,0,0,0,0,0,0,0
1371,1,Blue,516,12,4,UNRANKED,FW Hanabi,633,Ornn,TRUE,3193,3047,3143,3083,0,3001,3340,0,3,6,0,0,0,541,0,0,0,0,0,301069,68395,79019,153655,0,11376,7981,3184,210,1564,1,30237,1772,399,36,42,15538,5396,10142,0,13524,13050,1,0,275,2,1,0,784,18,8,0,26,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,358,666,0,8473,899,0,0,8444,710,0,0,8242,5,0,0,8304,10,0,0,8316,1056,0,0,8400,8300,DUO,MIDDLE,8,7.3,425.1,410,307.3,248.3,0,0,0,0,394.7,571.7,0,0,138,FALSE,TRUE,2335,Flash Wolves,TOP,6.9,578.9,350.1,0,0,223.8,0,7.6,556.6,354.8,0,0,292,0
1372,2,Blue,72,11,4,UNRANKED,FW Moojin,16,Skarner,TRUE,3111,3140,3800,3401,1401,3082,3364,2,1,6,2,1,1,829,0,0,0,0,0,161235,63010,79737,18487,0,6734,2496,2958,1279,8306,5,39681,16334,551,158,28,21990,5675,16265,50,13946,12550,1,0,75,126,84,4,1177,17,14,0,98,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8124,189,0,0,8126,421,0,0,8136,50,0,0,8134,5,0,0,8234,30,0,0,8232,6,10,0,8100,8200,DUO,MIDDLE,1.6,0.4,403.6,323.7,311.9,273.6,0,0,0,0,444.1,475.7,0,0,138,FALSE,TRUE,2335,Flash Wolves,JUNGLE,2.9,498.6,362.3,0,0,475,0,2.8,394,308.8,0,0,670.2,0
1373,3,Blue,268,4,1,UNRANKED,FW Maple,633,Azir,TRUE,3115,3135,3020,1011,3089,3151,3340,4,2,2,4,1,1,1518,0,0,0,0,0,299408,279884,18697,826,0,25573,25059,113,400,1985,1,9877,31798,5520,50,10,15191,5961,9155,74,18238,16925,0,1,385,40,29,8,330,18,11,0,28,14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,1309,0,0,8226,1286,0,0,8210,0,0,0,8236,48,0,0,9104,20,30,0,8009,1080,0,0,8200,8000,DUO,BOTTOM,9.9,8.6,479.1,450.1,377.1,281.3,0,0,0,0,165.8,235.9,0,0,138,FALSE,TRUE,2335,Flash Wolves,MID,12.9,720.3,552.5,0,0,354.3,0,9.6,551.2,468.8,0,0,725.2,0
1374,4,Blue,110,4,7,UNRANKED,FW Betty,633,Varus,TRUE,3124,3031,3139,3094,3006,3085,3363,8,2,5,4,2,3,1107,1,0,0,0,0,350187,55870,288884,5432,1070,30456,8337,21420,698,7921,3,10964,38855,18590,67,33,18826,6623,12203,0,20069,17300,6,1,349,77,35,22,789,18,6,0,18,18,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,5769,0,0,8009,1150,0,0,9104,13,50,0,8017,1774,0,0,8233,29,50,0,8236,28,0,0,8000,8200,DUO,BOTTOM,9.6,7.9,501.6,310.9,454.5,308.8,0,0,0,0,521.1,344.1,0,0,138,FALSE,TRUE,2335,Flash Wolves,BOTCARRY,8.5,584.9,499.1,0,0,336.1,0,10.6,845.4,663.8,0,0,606,0
1375,5,Blue,12,14,4,UNRANKED,FW SwordArt,632,Alistar,TRUE,3107,3401,2055,3050,3117,0,3364,0,1,10,0,0,0,1618,0,0,0,0,0,25983,6965,6488,12529,0,7338,4664,849,1824,10142,6,22966,2492,549,91,34,21039,7037,13229,773,10454,9225,1,0,50,0,0,0,89,14,27,0,76,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,627,0,0,8473,588,0,0,8444,1335,0,0,8242,11,0,0,8313,0,0,0,8345,4,0,0,8400,8300,DUO,BOTTOM,1.6,1.5,246.8,281.3,224.5,176.5,0,0,0,0,560.3,410.4,0,0,138,FALSE,TRUE,2335,Flash Wolves,SUPPORT,1.1,336,257.6,0,0,500.2,0,0.6,306.8,236.6,0,0,636.8,0
