,teamName,teamId,win,gameNumber,duration,isTiebreaker,isPlayoff,kills,deaths,assists,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,creepsPerMinDeltas.10-20,creepsPerMinDeltas.0-10,xpPerMinDeltas.10-20,xpPerMinDeltas.0-10,goldPerMinDeltas.10-20,goldPerMinDeltas.0-10,damageTakenPerMinDeltas.10-20,damageTakenPerMinDeltas.0-10,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills
143,Mad Team,Blue,FALSE,72,2035,FALSE,FALSE,3,11,4,733848,277470,418542,37831,58545,28348,28600,1595,16661,19,67046,3794,0,246,92,76677,38550,36869,1256,53213,50933,1024,139,116,1,2466,73,46,0,161,49,30.1,26.2,1760.7,1973.2,1430.5,1434.9,1463.8,1877.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
144,G-Rex,Red,TRUE,72,2035,FALSE,FALSE,11,3,33,1247912,488171,407900,351835,56454,37002,18194,1256,28153,10,136349,80656,26325,334,143,89165,30842,56724,1594,70724,62700,1099,263,128,64,3948,83,52,0,144,68,35.2,27.7,2368.7,1852.9,2085.9,1316.4,2003.4,1862.8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,11,3,2,3,1
145,Mad Team,Blue,FALSE,73,2704,FALSE,FALSE,10,16,24,1559841,507373,859809,192655,97503,35524,51292,10683,25683,18,125178,44599,23495,368,130,108646,47161,60119,1362,84436,81798,1247,314,196,30,2526,86,55,0,186,62,32.5,26.2,2169.9,2022.9,1790.8,1331.3,1441.6,1167.3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,8,1,1,2,0
146,G-Rex,Red,TRUE,73,2704,FALSE,FALSE,16,10,41,1372835,709201,463013,200616,82396,43963,36702,1729,64011,15,163918,59222,17648,417,125,137186,40280,85851,11051,82622,72325,1431,216,174,4,7124,88,73,0,204,83,36.4,29,2263.6,1979.9,1601.4,1263.2,2013.5,1604,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,1,1,1,0
147,ahq e-Sports Club,Blue,TRUE,74,1923,FALSE,FALSE,10,2,23,872243,428264,270470,173506,56103,41493,14127,480,44803,13,102702,53479,22032,300,108,86232,28403,54939,2888,63665,58050,1072,178,123,8,2445,78,48,0,129,80,38.6,27.9,2330.9,1883,1672.6,1325.8,2242.1,1836.6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,11,3,1,2,0
148,Team Afro,Red,FALSE,74,1923,FALSE,FALSE,2,10,4,813901,345026,293937,174934,54226,25347,26987,1887,21106,12,83679,1162,1072,272,109,77105,44132,32490,480,48092,46208,950,180,139,12,3300,72,41,0,168,41,36.1,26.8,2236.2,1926.4,1552.5,1295.2,1843.7,1593.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
149,ahq e-Sports Club,Blue,TRUE,75,2503,FALSE,FALSE,19,10,50,1370539,668258,354148,348129,113321,81632,29815,1872,71235,13,125701,69828,32320,527,134,137310,52834,77317,7154,85264,75590,1251,273,171,26,2844,87,45,0,245,125,37.9,26.6,2282,1796,1909.7,1274.6,2159.4,1781.4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,11,4,1,2,0
150,Team Afro,Red,FALSE,75,2503,FALSE,FALSE,10,19,25,1334402,515641,632787,185968,101615,48225,47230,6156,33126,15,137667,29057,2744,436,139,135364,82941,50548,1872,71545,67933,1295,165,137,4,2316,84,67,0,273,110,34.1,26.7,2202.1,1855.5,1603.2,1341.2,2285.6,1612,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,1,2,0
151,Mad Team,Blue,TRUE,76,2798,FALSE,FALSE,18,10,44,1325678,662746,454946,207982,109887,55677,45931,8276,45177,11,201410,66614,18923,426,173,141656,59508,74123,8018,87258,80225,1284,273,189,16,4268,88,83,0,238,65,35,26.1,2219.1,1806.8,1679,1213.9,1592.5,1573.9,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,9,3,3,1,0
152,J Team,Red,FALSE,76,2798,FALSE,FALSE,10,18,31,1466747,575569,821189,69982,111152,54869,48258,8020,35168,11,129301,41009,10978,402,141,138222,59153,70789,8275,82378,81758,1343,273,187,25,3815,85,45,0,170,86,35.5,27.8,2285.8,1882.3,1802.1,1366.7,1796.3,1307.8,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,4,0,0,3,0
153,J Team,Blue,FALSE,77,1971,FALSE,FALSE,2,8,5,858635,315664,337455,205515,38546,22680,12800,3063,38039,16,68264,37034,9688,239,92,77897,37503,37659,2732,53791,50348,957,212,145,17,2249,73,37,0,126,42,34.4,26.7,2076.7,1889.6,1945.3,1265.2,2096.8,1195.1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,4,0,0,0,1
154,Mad Team,Red,TRUE,77,1971,FALSE,FALSE,8,2,20,828485,439080,297833,91568,47928,32769,12424,2732,21132,14,67908,64859,25507,281,104,58067,24591,30411,3062,60922,54035,934,212,141,7,2765,77,48,0,169,46,31.2,26.6,2126.1,1871.9,1650.5,1242.4,1879.6,1147.9,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,9,1,2,4,0
155,ahq e-Sports Club,Blue,TRUE,78,2015,FALSE,FALSE,16,4,46,1001106,511489,296722,192891,84602,44262,34834,5503,39504,11,105109,62106,29909,324,157,96902,25029,68644,3225,67686,62825,1007,231,159,7,2652,81,37,0,141,66,37,29.3,2420.2,1984.8,1870.4,1335.2,2771,1737.8,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,10,2,1,2,0
156,Hong Kong Attitude,Red,FALSE,78,2015,FALSE,FALSE,4,16,12,1012026,222605,587408,202009,73907,23188,47492,3225,34392,10,114902,18961,5083,208,123,110351,46390,58453,5501,57516,55433,1060,175,146,0,4950,74,51,0,133,44,36,28.7,2235.9,1963.7,1722.1,1420.4,2613.2,1253.3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0,0,1
157,ahq e-Sports Club,Blue,TRUE,79,3012,FALSE,FALSE,16,15,36,1826395,670692,684320,471383,115497,59860,51423,4211,51597,10,211296,92421,15234,402,211,160384,72833,81209,6337,91821,78455,1430,294,208,13,2889,90,61,0,197,108,34.5,24.9,2166,1858,1719,1329.7,2211.1,1815.8,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,8,2,3,2,1
158,Hong Kong Attitude,Red,FALSE,79,3012,FALSE,FALSE,15,16,29,1457473,644070,564882,248520,124367,67406,50620,6337,40063,21,231625,69895,22351,417,261,153001,63659,85130,4211,87290,83135,1344,288,204,12,6169,88,56,0,226,79,30.8,24.9,2044,1843.8,1562.2,1373.4,2120.3,1765.6,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,8,1,1,3,0
159,Team Afro,Blue,FALSE,80,1980,FALSE,FALSE,15,15,35,816389,264797,361424,190163,87353,32581,49191,5578,21668,14,104896,33374,10210,271,131,90237,37883,48450,3899,55988,54830,846,162,130,8,2249,73,47,0,129,54,29.9,24.3,2344.8,1841.8,2007.6,1228.8,2740.2,1722.6,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,4,0,0,0,1
160,J Team,Red,TRUE,80,1980,FALSE,FALSE,15,15,50,896798,293486,415810,187495,64973,33953,27115,3902,30756,15,120590,46498,17468,194,119,105554,34753,65220,5576,63031,58573,905,183,141,8,2641,77,28,0,117,40,32.6,27.2,2145.2,1898.5,1676.6,1382.5,3024,1410.7,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,7,1,1,2,0
161,J Team,Blue,TRUE,81,2172,FALSE,FALSE,17,7,45,941787,366861,458152,116772,84059,42669,38980,2405,29093,16,105576,59999,21033,248,149,107053,55959,46490,4599,70489,70320,987,244,148,32,2632,82,37,0,111,60,34.3,25.9,2159.7,1857.8,1559.9,1357.7,2582.9,1626.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,11,3,2,2,0
162,Team Afro,Red,FALSE,81,2172,FALSE,FALSE,7,17,11,719513,499477,191878,28155,75407,51828,18974,4600,32448,16,123333,7367,1294,255,95,104393,44684,57299,2405,54209,51775,1025,139,130,0,3757,75,55,0,161,52,33.6,26.3,2157.7,1902,1557.5,1324.2,2118.6,1439.1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,0
163,Flash Wolves,Blue,FALSE,82,1987,FALSE,FALSE,4,16,8,899661,371484,340125,188050,34079,16198,17310,568,30160,10,84429,21874,883,240,88,89884,34024,54702,1156,50283,49108,976,188,128,7,1769,74,35,0,132,73,31.8,28.6,2176.9,1924.1,1589.8,1261.6,2964.5,1470.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,1,1
164,G-Rex,Red,TRUE,82,1987,FALSE,FALSE,16,4,48,1042237,399231,393718,249285,58342,31024,26161,1156,24425,9,75379,54756,22814,302,101,63187,19158,43459,568,66211,57325,1020,196,134,19,3141,81,56,0,176,63,35,28.5,2452.9,1933.5,1830.7,1249.2,2097.2,1440.9,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,11,3,1,2,0
